Title,Course,Description,Source,Prep Time,Cook Time,Total Time,Servings,Yield,Ingredients,Directions,Tags,Rating,Photo Url,Calories,Fat,Cholesterol,Sodium,Sugar,Carbohydrate,Fiber,Protein,Cost,Created At,Updated At
Salmon in a bag,,Jamie shows you one of his favourite ways of cooking salmon with this satisfying 15-minute recipe.,https://www.jamieoliver.com/recipes/fish/salmon-in-a-bag/,,25,25,2,2,"½ x 460g jar of roasted red peppers
15g smoked almonds
1 x 400g tin of chickpeas
½ a bunch of flat-leaf parsley (15g)
30g higher-welfare chorizo
2 x 150g salmon fillets, skin on, scaled, pin-boned, from sustainable sources
olive oil","Preheat the oven to 220°C/425°F/gas 7. Place a large sheet of thick tin foil in a roasting tray, leaving half overhanging. First make your sauce. Drain the peppers and place in a blender with the almonds, most of the chickpeas, juice and all (reserving a few for sprinkling), and the parsley stalks, reserving the leaves, then blitz until smooth. Season to perfection, then spoon into the centre of the foil in the tray.Finely slice the chorizo. Use a large sharp knife to slice two 1cm-deep cuts into the skin side of the salmon, then stuff in the remaining herb leaves. Scatter the chorizo and the remaining chickpeas over the sauce (like you see in the picture), then sit the salmon on top. Season with a small pinch of sea salt and black pepper, and drizzle with a little olive oil. Fold in the foil overhang, and twist the edges to seal. Bake at the bottom of the oven for 15 minutes, or until the salmon is beautifully cooked through. Delicious served with an extra portion of steamed or roasted seasonal veg on the side.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/jamieoliver.com_recipes_fish_salmon-in-a-bag.webp,507 calories,,,,,,,,,14/12/2024 19:40,14/12/2024 19:40
Sourdough Vanilla Cake,,"Light, sweet, and buttery, this sourdough vanilla cake is a great way to use up extra sourdough discard. Topped with homemade buttercream frosting, this makes the best birthday cake.

Notes:
If using cake pans, ensure the cake doesn’t stick to the pan by greasing the pan first, then cutting out a piece of parchment paper to fit in the bottom of the greased pan. When the cake is done baking, you just need to use a knife around the edges of the cake to loosen it from the sides and pop it out.
Make sure the baking powder and baking soda are still good. If they are past their prime, then the cake won’t rise properly.",https://www.farmhouseonboone.com/sourdough-vanilla-cake/,15,30,45,36,36,"2 1/2 cups flour
2 cups sugar
1 teaspoon salt
1 teaspoon baking soda
2 teaspoons baking powder
1/4 cup butter, (softened)
1/4 cup coconut oil
1 1/2 tablespoons vanilla
1/2 cup sourdough starter
1 cups water/milk
3 large eggs
# Buttercream Frosting
1 cup unsalted butter, (room temperature)
4 cups powdered sugar
1/4 cup heavy cream
1 tablespoon vanilla extract
1/2 teaspoon salt","Preheat the oven to 350 and grease a 9×13 baking dish or two 9” cake pans.
In a stand mixer bowl or large bowl, combine the dry ingredients.
Add the softened butter to the flour mixture and combine.
In a separate bowl, mix together sourdough starter, milk, eggs, melted coconut oil and vanilla.
Slowly add the wet ingredients to the butter flour mixture. Start the mixer on low and work up to medium speed.
Mix until smooth without lumps.
Bake for 30-35 minutes until it starts to turn golden around the edges and a cake tester comes out clean. 35-45 minutes for 9"" cake pans
Allow to cool completely before frosting.
# Create Buttercream Frosting
To a stand mixer with a whisk attachment (or a bowl and hand mixer), add softened butter and beat until smooth.
Add powdered sugar and start the mixer on low and work up to medium speed. Whisk until nice and fluffy. Scrape the sides of the bowl as needed.
Add whipping cream, salt, and vanilla and whisk for 1-2 more minutes.
Spread onto completely cooled cake.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/farmhouseonboone.com_sourdough-vanilla-cake.jpg,213,9 g,34 mg,169 mg,24 g,32 g,0.3 g,2 g,,10/01/2025 16:09,10/01/2025 16:09
la migliore frittata di gamberetti e prezzemolo,,la migliore frittata di gamberetti VOOr 9 e prezzemolo en heterselie Ion,Jamie’s Italy,,,,,,"6 grote eieren, liefst biologisch 1 opgehoopte eetlepel van het stuk gera
zeezout en zwarte peper uit de molen 
een handvol verse peterselie blaadjes fijngehakt
1 opgehoopte lepel Parmezaanse kaas
180 g gepelde garnalen
olijfolie 
de geraspte schil van 1 citroen
Kwart sap van 1 citroen
1 flinke klont boter
1 halve gedroogde rode Spaanse peper
","Verwarm de oven voor op 220 °C/gasovenstand 7. Klop in een kom de eieren met een snufje zout en peper los en doe er de peterselie, citroenschil, citroensap en Parmezaanse kaas bij. Hak de helfi van de garnalen in grove stukjes, laat de rest heel en gooi alles in de kom. Verhit de boter met cen flinke scheut olijfolie in een kleine, zware, ovenvaste pan met antiaanbaklaag en schenk het eiermengsel erin. Zet het mengsel op matig vuur, roer het gedurende I minuut langzaam door elkaar en zet de pan daarna in de oven. (Je krijgt vaak frittata's die heel goed doorbakken zijn, maar ik zet ze liever iets korter in de hete oven, zodat ze bovenop een beetje kleur hebben en van binmen wel gestold, maar nog niet door en door gaar zijn.) Bak de frittata's 4 tot 5 minuten, tot hij goudkleurig begint te worden - hij zal een beetje rijzen, zodat hij heerlijk luchtig wordt. Ongeveer 2,5 cm dik. Struni de Spaanse peper erover en schuif hem op een bord. Serveer hem met een cenvoudige rucolasalade, lekker brood en een glas goede wiin. Heerliik.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/19C97DE6-A478-4A87-ABB3-389845E7B45F.jpg,,,,,,,,,,24/01/2025 9:16,24/01/2025 9:16
Pasta al forno con pomodori e mozzarella,,"Dit pastagerecht is zeer geliefd in heel Italie. Het wordt gegeten op familiebijeenkomsten en partijen en is ook het gerecht dat de monniken die ik in Abbazia di Farfa, even buiten Rome, bezocht heb, elke zondag als speciale lunch te eten krijgen. Ik ben blij dat ik mijn vertrouwen in dit gerecht weer terug heb (nadat ik dat was kwijtgeraakt door mijn recente pogingen om het voor € 0,50 per persoon voor schoolkinderen klaar te maken met de goedkoopste pasta die er te krijgen was). Toen ik in Altamura in Apulië was, bezocht ik een school waar ze, hoe bizar, pasta uit de oven voor de lunch kregen. De Italiaanse wet schrijft echter voor dat scholen alleen biologische pasta en extra vierge olijfolie mogen gebruiken en bovendien kregen ze er ook nog cens vers gemaakte mozzarella bij! Op de juiste manier klaargemaakt is dit gerecht absoluut verrukkelijk. Op de school waar ik was bereidde men het volgens het volgende recept voor duizend kinderen, en het was erg lekker.",Jamie’s Italy p 114,,,,4,4,"zeezout en zwarte peper uit de molen
extra vierge olijfolie
1 witte ui, gepeld en fijngehakt
2 tenen knoflook, gepeld en in dunne
plakjes gesneden
1,5 kilo rijpe tomaten of 3 blikken van
400 g gepelde tomaten in stukjes,
van goede kwaliteit
1 of 2 gedroogde rode Spaanse pepers,
verkruimeld
een flinke handvol verse basilicumblaadjes
desgewenst: 1 eetlepel rodewijnazijn
400 g gedroogde orecchiette
4 flinke handenvol van het stuk geraspte
Parmezaanse kaas
3 bollen mozzarella van elk 150 g","Verwarm de oven voor op 200 °C/ gasovenstand 6 en zet een grote pan gezouten water op het vuur. Giet een flinke scheut goede extra vierge olijfolie in een passende pan en laat daar de ui, knoflook en pepertjes ongeveer 10 minuten heel zachtjes in bakken tot ze zacht, maar nog niet gekleurd zijn. Als je verse tomaten gebruikt, moet je daar eerst met de punt van een mes de kern uit halen. Leg ze vervolgens 40 seconden in kokend water, tot het vel los begint te komen. Schep ze met een schuimspaan of zeef uit de pan en zet de pan van het vuur.
Doe de tomaten in een kom, spoel ze af met koud stromend water, trek de velletjes eraf, knijp de zaadjes eruit en hak het vruchtvlees in stukjes. Doe de stukjes tomaat met een klein glaasje water bij de knoflook en de uitjes in de pan, laat het mengsel aan de kook komen en 20 minuten zachtjes pruttelen. Pureer het vervolgens in een keukenmachine of blender tot een gladde saus. Snipper de basilicum in de saus en breng die op smaak met peper en zout en een klein scheutje rodewijnazijn.
Wanneer de gepureerde saus perfect op smaak is, zet je de pan met water weer op het vuur. Doe odra het water kookt de orecchiette erin en kook ze gaar volgens de aanwijzingen op de erpakking. Laat ze uitlekken en hussel ze met de helft van de tomatensaus en een handje armezaanse kaas. Pak nu een passende braadslee, pan of aardewerken schaal en vet die in met en beetje olijfolie. Leg een laagje pasta in de schaal, dan wat tomatensaus, een handvol geraspte armezaanse kaas en 1 in plakken gesneden bol mozzarella. Herhaal dit tot alle ingredienten pgebruikt zijn en eindig met een flinke laag kaas. Zet de schaal 15 minuten in de hete oven, of ot de bovenkant van het gerecht goudbruin en krokant is. Italianen eten dit gerecht graag op amertemperatuur of zelfs koud, maar ik heb het liever heet.
gekleurd zin. Als je verse tomaten gebruikt, moet je daar eerst met de punt van een mes de kern uit halen. Leg ze vervolgens 40 seconden in kokend water, tot het vel los begint te komen. Schep ze met een schuimspaan of zeef uit de pan en zet de pan van het vuur.
Doe de tomaten in een kom, spoel ze af met koud stromend water, trek de velletjes eraf, knijp de zaadjes eruit en hak het vruchtvlees in stukjes. Doe de stukjes tomaat met een klein glaasje water bij de knoflook en de uitjes in de pan, laat het mengsel aan de kook komen en 20 minuten zachtjes pruttelen. Pureer het vervolgens in een keukenmachine of blender tot een gladde saus. Snipper de basilicum in de saus en breng die op smaak met peper en zout en een klein scheutje rodewijnazijn.
Wanneer de gepureerde saus perfect op smaak is, zet je de pan met water weer op het vuur: Doe zodra het water kookt de orecchiette erin en kook ze gaar volgens de aanwijzingen op de verpakking. Laat ze uitlekken en hussel ze met de helft van de tomatensaus en een handje Parmezaanse kaas. Pak nu een passende braadslee, pan of aardewerken schaal en vet die in met een beetje olijfolie. Leg een laagje pasta in de schaal, dan wat tomatensaus, een handvol geraspte Parmezaanse kaas en 1 in plakken gesneden bol mozzarella. Herhaal dit tot alle ingrediënten opgebruikt zijn en eindig met een flinke laag kaas. Zet de schaal 15 minuten in de hete oven, of tot de bovenkant van het gerecht goudbruin en krokant is. Italianen eten dit gerecht graag op kamertemperatuur of zelfs koud, maar ik heb het liever heet.",Pasta,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/E662164F-AE51-45E6-B9A9-D305C5465AC0.jpg,,,,,,,,,,24/01/2025 9:20,24/01/2025 9:20
Risotto ai Cavolfiori,,"Notes:
geliefd, alledaags product als bloemkool eens in het zonnetje gezet wordt. Kijk op de markt of in weinig een dat is eraan mooiste het en ongebruikelijk, vrij is Het recept. verrukkelijk een echt is Dit de supermarkt uit naar Romanesco-bloemkool - die is even groot als normale bloemkool, maar dan puntig en groen en heerlijk van smaak. De reden waarom ik zo dol op ben op dit recept is dat er een aantal klassieke ingrediënten op een fantastische manier in gecombineerd wordt. In Engeland eten we bloemkool normaal gesproken met kaas uit de oven, en in Italië komt de bloemkool gewoonlijk uit de oven als parmigiana, met room, kaas en ansjovis. Al die smaken komen terug in deze risotto, met als extraatje wat superkrokante peper-pangrattato erover - een geweldige kick",Jamie’s Italy p.141,,,,,,"2 handenvol in stukjes gescheurd oud
brood
1 klein blikje ansjovis, de olie apart
gehouden
3 kleine gedroogde rode Spaanse pepers
extra vierge olijfolie
1 bloemkool
1 liter bouillon
2 eetlepels olijfolie
Klont boter
1 grote ui
2 tenen knoflook
1 halve knolselderij geschild en fijngehakt 
400 gram risottorijst
2 glazen droge witte wijn
70 gram boter
115 g Parmezaanse kaas
zeezout en zwarte peper uit de molen
stuk Parmezaanse kaas om te raspen
een handvol gehakte verse peterselie","Maal het brood samen met de ansjovis, de olie uit het blikje en de Spaanse peper fijn in een keukenmachine. Zet een koekenpan met een scheut olijfolie op het vuur en bak het broodkruim al roerend en omscheppend goudbruin.
Snijd de stugge blaadjes van de bloemkool en verwijder de stronk. Hak de malse kern van de stronk fijn. Begin met het basisrisotto-recept, doe in fase 1 de gehakte bloemkoolsteel samen met de uitjes en de selderij in de pan en leg de bloemkoolroosjes in de hete bouillon.
Ga nu verder volgens het basisrisotto-recept en schep de bouillon er lepel voor lepel bij tot de rijst halfgaar is. De bloemkoolroosjes zullen ondertussen gaar zijn, zodat je die samen met de bouillon door de rijst kunt scheppen. Prak ze tegelijkertijd een beetje fijn. Ga door tot de rijst gaar en alle bloemkool op is.
Roer in fase 4, wanneer je de boter en Parmezaanse kaas bij de rijst doet, ook de peterselie doo de risotto. Proef, voeg zout en peper naar smaak toe en strooi de ansjovis pangrattato erover Rasp er nog wat extra Parmezaanse kaas over en zet de risotto op tafel. Zo ont-zet-tend lekker",Risotto,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/E991FA29-B3B8-4225-AFD2-C80BF901BFC6.jpg,,,,,,,,,,24/01/2025 9:25,24/01/2025 9:25
Zuurkool zelf maken,,"Zelf zuurkool maken is niet moeilijk. Ik deel een lekker en simpel recept met jullie. Het enige wat je nodig hebt, is geduld.",https://uitpaulineskeuken.nl/recept/diy-zuurkool-maken,,,,,,"Ingrediënten voor 1 pot
1 hele witte kool
22,5 gr fijngemalen zeezout per kilo kool
4 gr jeneverbessen
3 gr karwijzaad","Verwijder de buitenste bladeren van de kool. Leg 1 schoon blad apart, dit heb je later nodig voor het afdekken van de zuurkool.
Snijd de kool doormidden en verwijder het harde gedeelte. Snijd de kool vervolgens fijn. Dit kan met een scherp mes, maar ook met een mandoline of keukenmachine.
Weeg de kool. Voeg per kilo kool, 22.5 gram zout toe. Meng dit door elkaar.
Knijp de kool fijn, zodat het vocht uit de kool vrijkomt. Dit mag best een beetje hardhandig. Stomp, sla, kneed en masseer de kool goed aan. Houd dit minimaal 5 minuten aan. Laat de zuurkool dan even rusten.
Weeg de kruiden af en masseer opnieuw de kool fijn. Zodra de kool veel vocht verliest, ben je klaar. Mocht er nou echt geen vocht vrijkomen, dan kan je altijd nog zelf pekelwater toevoegen. Verhouding is 2,25% zout per liter water.
Voeg de kruiden aan de kool toe en meng door elkaar. Doe de kool in een schone en gesterilliseerde weckpot. Duw de kool goed naar beneden, zodat het vocht naar boven komt. De kool moet onder water staan. Dek vervolgens het geheel af met het koolblad dat je apart gehouden hebt. Het blad mag niet gaan drijven, dus leg er eventueel iets op om het te verzwaren.
Sluit de pot af. Na twee tot drie weken is de zuurkool klaar. Open in het begin de pot iedere dag om het gas te laten ontsnappen. Controleer of de zuurkool nog onder water staat (zo niet, voeg dan extra pekelwater toe) en als er schimmel ontstaat, verwijder je dit.
De zuurkool is klaar als er geen gas meer vrijkomt en het lekker smaakt. Bewaar de zuurkool in de koelkast.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/uitpaulineskeuken.nl_recept_diy-zuurkool-maken.webp,,,,,,,,,,15/02/2025 16:12,15/02/2025 16:12
Hiroshima-Style Okonomiyaki,,"Meals seldom get more soulful than okonomiyaki — the Japanese cabbage pancake is soothing and filling, hearty with pork and savory with a topping of seaweed and bonito flakes. Its name stems from “okonomi,” which translates closely to “how you like,” and the recipe is an exercise in variation and flexibility. With a framework of shredded cabbage and its accompanying batter, any number of proteins, vegetables, cheeses and seasonings are fair game, yielding a meal that’s as personal as you’d like it to be. This iteration’s locality is commonly attributed to Hiroshima: the layered pancake’s noodles add texture while absorbing sauce and flavor from pork belly, a fried egg and whichever other toppings of yours are adorning the dish. If you’re cooking with a griddle, it’s possible to make multiple pancakes at once; but if you’re using a pan on your stovetop, it’s worth cooking them one at a time, then serving each immediately.",https://cooking.nytimes.com/recipes/1024688-hiroshima-style-okonomiyaki,5,70,75,,2 to 4 servings,"3/4 cup dashi, plus more if necessary
1 teaspoon mirin
1 pinch granulated sugar
1 cup cake or all-purpose flour
6 very thin slices pork belly (about 5 ounces), see Tips
Salt
3 ounces green cabbage (from about 1/4 small head)
3 Japanese green onions or scallions
5 tablespoons neutral oil
Tenkasu (tempura crisps), to taste (optional; see Tips)
Bean sprouts, to taste
2 portions fresh yakisoba noodles (about 5 1/2 ounces each)
2 eggs
Okonomiyaki sauce and mayonnaise (preferably Kewpie brand), to taste (see Tips)
Bonito flakes and aonori powder (green seaweed powder), for serving (see Tips)","In a medium bowl, combine the dashi, mirin and sugar until the sugar has dissolved. Add the flour and mix until smooth. Refrigerate the batter for at least 30 minutes and up to an hour.
While the batter is chilling, lightly salt the pork belly strips and set aside. Very thinly slice the cabbage (you’ll need about 1 cup). Mince 1 green onion, then thinly slice the others and set aside.
Remove the chilled batter from the fridge. (The batter should be slightly thinner than pancake batter. If it seems too thick, stir in another teaspoon dashi.) Heat a large griddle or medium skillet over medium-high. Once hot (a drop of water should sizzle and skitter across the top), add 1 tablespoon oil, then add about ¼ cup of batter, spreading with the back of the ladle or measuring cup to about 6 inches in diameter.
Once the pancake’s edges begin to sizzle, about 2 minutes, top the pancake with half of the cabbage and minced green onion, then tenkasu and bean sprouts to taste.
Set 3 slices pork belly atop the pancake, without covering one another. Then pour a small amount of batter (1 to 2 tablespoons) over the top of the pork belly and, using a wide spatula, quickly flip the pancake over, pork side down. Tuck any stray pieces of vegetables underneath and shift the pancake to one side of the griddle. Allow the meat to cook through, adjusting the heat to avoid burning the pancake, 1 to 4 minutes, depending on the thickness of the pork.
On the other side of the griddle, or in a second skillet heated over medium-high, add 1 tablespoon oil. Untangle 1 portion of Yakisoba noodles, and stir fry until coated with oil, about 1 minute. Season noodles with okonomiyaki sauce to taste (or about 2 tablespoons), stirring and tossing to coat.
Form the noodles into a circular shape roughly the size of your pancake. Then flip the okonomiyaki on top of the yakisoba, setting the pancake side (not the pork belly side) onto the noodles. Reform the okonomiyaki into a clean circle.
In the now freed griddle or pan space, add 1/2 tablespoon cooking oil, then add one egg, using a spatula to break the yolk and spread the egg into a circular shape roughly the size of your pancake. Slide the okonomiyaki atop the egg. Flip the okonomiyaki over so that the egg side is up, and remove from heat.
Transfer to a plate and cover with okonomiyaki sauce, mayonnaise, a pinch of bonito flakes, a pinch of aonori powder and sliced green onion. Serve okonomiyaki immediately upon completion. To make the second okonomiyaki, wipe out the griddle or pans and repeat with remaining ingredients.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/cooking.nytimes.com_recipes_1024688-hiroshima-style-okonomiyaki.jpg,,,,,,,,,,15/02/2025 16:37,15/02/2025 16:37
RECIPE: Neapolitan Style Sourdough Pizza,,Dit deeg is geschikt voor ovens die flinke temperaturen (boven 300 graden) aankunnen. Bak je thuis in de oven? Gebruik dan iets meer water (10% meer).,https://www.renesourdough.com/post/neapolitan-style-sourdough-pizza,,,,,,"100g starter (liefst met stevige bloem)
500g pizza bloem/00 bloem
315g warm water
15g salt
100gr Levain","Mix alle ingrediënten. Handjes vies en flink kneden tot het goed is vermengd. Laat 30 minuten staan. 
Start stretch & folds, in totaal 6 rondes. 
Cover the dough and bulk ferment it for 3-4 hrs (depending on your RT) at room temperature (RT). After the first 45mins in bulk fermentation do a Stretch & Fold and leave it to rest for around 3 hours adding 3 more Stretches and Folds every 45 minutes.
When bulk fermentation is complete, divide your dough into 4 pieces and shape each of them into nice smooth balls (you should get 3x 260g, and one small pizza). Then, transfer the dough balls into a plastic container and put them in the fridge for 24 hours.
After that, when cold fermentation (CT) is over, take them out and leave them covered at room temperature (RT) for 4-8 hours.
Lastly, stretch your pizza, add toppings and bake it for 90 seconds (rotating every 20-30s) at 420+°C!",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/renesourdough.com_post_neapolitan-style-sourdough-pizza.jpg,,,,,,,,,,21/03/2025 19:09,21/03/2025 19:09
Sourdough Coffee Cake,,"Sourdough coffee cake is a sweet, vanilla cake with hints of sourdough, a cinnamon sugar filling, and a buttery crumb topping.

Notes:
You can make this dairy free by using coconut oil rather than butter in the crumb topping. Also, swap out the milk for almond or coconut milk. The flavor will be slightly different, but still very yummy.
See post for the long fermented directions.",https://www.farmhouseonboone.com/sourdough-coffee-cake/,15,45,60,16,16,"# Crumb Topping
3/4 cup butter, (171 g melted)
1 cup brown sugar, (160 g)
3 tablespoons cinnamon, (15 g)
1 cup all-purpose flour, (140 g)
# Cake
1 cup oil, (216 g)
1 cup sugar, (201 g)
1/2 cup brown sugar, (106 g)
3 large eggs
2 teaspoons vanilla extract, (8 g)
1/2 cup sourdough starter, (active or discard (113 g))
1 1/2 cup milk, (354 g)
1 teaspoon salt, (7g)
3 teaspoons baking soda, (17 g)
3 cups all-purpose flour, (420 g)","Preheat the oven to 350 degrees Fahrenheit and grease a 9x13-inch baking dish.
In a medium-sized mixing bowl, stir the cinnamon crumble ingredients (melted and cooled butter, brown sugar, cinnamon, and flour) until completely combined. Set aside.
In a large mixing bowl, cream the oil, cane sugar, and brown sugar until smooth.
Add the eggs, vanilla, sourdough starter, and milk. Mix well.
In a separate bowl, whisk the salt, baking soda, and flour until combined. Add the dry ingredients to the wet ingredients and fold with a spatula until just combined. Don't overmix the batter.
Pour half of the coffee cake batter into the prepared baking dish. Sprinkle half of the crumble mixture evenly on top.
Pour the remaining cake batter over the crumble, then sprinkle the rest of the crumble mixture over the top of the batter.
Bake in the preheated oven for 40-50 minutes. The edges will start to turn golden, and a toothpick inserted should come out clean. Cool completely before slicing and serving.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/farmhouseonboone.com_sourdough-coffee-cake.jpg,480,25 g,60 mg,448 mg,34 g,60 g,2 g,6 g,,13/04/2025 5:54,13/04/2025 5:54
Pasta met Brie en Salie,,,PLHEZ,,,,,,"Ingredienten voor 4 personen:
4 witte uien
2 el roomboter
10 g verse tijm, fijngesneden
10 g verse salie, fijngesneden
1 brie van ongeveer 175 gr, korst verwijderd
120 ml kookroom
Snufje nootmuskaat
20 g Parmezaanse kaas, plus extra om te serveren
400-500 g lintpasta, bijvoorbeeld tagliatelle of pappardelle
Peper, zout","Snijd de uien in dunne halve ringen. Verhit de roomboter in een pan. Voeg de uien toe en bak even mee. Zet het vuur laag en laat de uien minstens een half uur zachtjes bakken. Schep regelmatig even om zodat ze niet aanbranden. Als de uien bijna klaar zijn, voeg je de fijngesneden salie en tijm toe en bak je deze nog even mee.
Als de uien bijna klaar zijn, kook je de pasta zoals aangegeven op de verpakking. Giet af maar bewaar een kopje pastawater.
Verwarm ondertussen de room in een pannetje. Als de room wat ingedikt is voeg je de brie toe en laat je deze helemaal in de room smelten. Breng op smaak met een snufje nootmuskaat, peper, zout en de Parmezaanse kaas. 4. Meng de pasta met de briesaus. Voeg indien nodig wat pastawater toe om de saus mooi te laten binden. Schep de gekarameliseerde uien er door. Verdeel over de borden en top af met extra Parmezaanse kaas.",Pasta,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/9F72A45F-4A16-42E1-A559-44E1D2AEE595.jpg,,,,,,,,,,24/03/2024 18:39,24/03/2024 18:39
Sourdough Lemon Cake,,"Light, fluffy and full of lemon flavor, this sourdough lemon cake tastes like summer on a plate. Topped with a sweet and smooth lemon buttercream frosting, this is the perfect cake for a birthday or a regular Tuesday afternoon treat.

Notes:
For long fermentation:
Follow same instructions except do not add baking soda and baking powder. Cover with plastic wrap and allow to ferment for 8-24 hours.
This recipe is moist enough that you don’t have to add the eggs before fermentation if you do not want to.
Keep in mind that the long fermented version is more dense than the quick version.",https://www.farmhouseonboone.com/easy-sourdough-lemon-cake/,20,45,65,,16 People,"# Lemon Cake
1/2 cup butter softened, (114 g)
2 cups sugar, (384 g)
1/4 cup oil – preferably avocado or coconut, (you want a neutral oil 56 g)
3 large eggs, (room temp)
1/2 cup sourdough discard, (125 g)
2 teaspoons vanilla extract
2 1/2 cups flour, (350 g)
2 teaspoons baking powder
1 teaspoon baking soda
1 teaspoon salt
1/2 cup milk, (or water 122g)
1/2 cup lemon juice, (115 g)
1 tablespoon lemon zest
# Lemon frosting
1 cup unsalted butter, (room temperature)
4 cups powdered sugar
2 tablespoons heavy cream
2 tablespoons lemon juice
pinch salt
Lemon zest, (optional)","Preheat oven to 350 F and grease your cake pans.
In a stand mixer bowl with paddle attachment, add butter, sugar, and oil. Cream together until light and fluffy, scraping down the sides occasionally.
While that is mixing, mix flour, baking powder, baking soda and salt in a separate medium bowl.
Add eggs, sourdough starter, and vanilla extract to the stand mixer and mix until well combined.
Place on low speed and add in the mixed dry ingredients to the wet ingredients about 1/3 at a time until combined, scraping down the sides occasionally.
Add milk, lemon juice and zest and mix until smooth. Use whisk to break up any lumps if needed. Be careful to not over mix.
Pour batter into prepared pans.
Bake for 35-45 minutes for 13x9 pan or 25-30 minutes in 3 round 9” pans or until a toothpick or cake tester comes out clean.
Let the cake cool completely. If using round pans, I recommend cooling the cakes on a wire rack.
# Create Frosting
In the bowl of a stand mixer with the whisk attachment, add butter, powdered sugar, cream, and lemon juice.
Whisk together until light and fluffy.
Spread onto cooled cake.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/farmhouseonboone.com_easy-sourdough-lemon-cake.jpg,499,23 g,79 mg,331 mg,55 g,73 g,1 g,4 g,,13/04/2025 11:29,13/04/2025 11:29
Sourdough Tortillas,,"Easy to make sourdough tortillas with only five basic ingredients: sourdough starter, water, flour, salt, and oil.

Notes:
To make cooking super fast and easy, I love getting four cast iron skillets going at one time. This makes this process so much easier.
All-purpose and whole wheat flour will work well for this recipe. For lighter and fluffier tortillas, use unbleached all-purpose.
You can use active sourdough starter or discard.
No need for a tortilla press, you can easily just roll these out with a rolling pin.",https://www.farmhouseonboone.com/how-to-make-sourdough-tortillas/,10,20,750,,12 tortillas,"1 cup sourdough starter, (210 g)
3/4 cup water, (160 g)
1/4 cup olive oil, (extra virgin (60 g))
1.5 tsp salt, (11 g)
3 cups unbleached all-purpose or whole wheat, (420 g)","Add the sourdough starter, water, oil, salt, and flour to a mixer with a dough hook.
Knead for 2-3 minutes in a mixer, or 5 minutes by hand. The ingredients should be fully incorporated, and the dough slightly elastic.
Place the dough in a greased bowl, cover with a tea towel or plastic wrap, and allow to sit at room temperature for 12-24 hours. (If you are gluten intolerant, 24 hours is better.)
The next day, divide the dough into 12 equal parts.
On a lightly floured work surface, roll each ball of dough out to about a 1/4 inch thickness. Get them as thin as you can, without them falling apart.
Cook them in a preheated cast iron skillet in a little coconut oil. One minute on each side is sufficient.",,,https://raw.githubusercontent.com/rendyhd/melamigration/main/images/farmhouseonboone.com_how-to-make-sourdough-tortillas.jpg,172,5 g,,292 mg,0.1 g,28 g,1 g,4 g,,06/05/2025 8:58,06/05/2025 8:58
